DRG Definition,Provider Id,Provider Name,Provider City,Provider State,Average Covered Charges,Average Total Payments
194 - SIMPLE PNEUMONIA & PLEURISY W CC,40134,ARKANSAS HEART HOSPITAL,LITTLE ROCK,AR,14457.38462,5198
194 - SIMPLE PNEUMONIA & PLEURISY W CC,40137,ST VINCENT MEDICAL CENTER/NORTH,SHERWOOD,AR,16102.76316,5363
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50002,ST ROSE HOSPITAL,HAYWARD,CA,58185.25,10996.64286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50006,ST JOSEPH HOSPITAL,EUREKA,CA,37231.40909,7959.704545
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50007,PENINSULA MEDICAL CENTER,BURLINGAME,CA,45039.22222,8729.541667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50008,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,SAN FRANCISCO,CA,43678,8045.916667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50009,QUEEN OF THE VALLEY MEDICAL CENTER,NAPA,CA,45944.09836,8217.606557
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50013,ST HELENA HOSPITAL,SAINT HELENA,CA,37090.95238,9347.904762
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50014,SUTTER AMADOR HOSPITAL,JACKSON,CA,38477.5,8376.6
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50016,ARROYO GRANDE COMMUNITY HOSPITAL,ARROYO GRANDE,CA,32882.25,6799.892857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50017,MERCY GENERAL HOSPITAL,SACRAMENTO,CA,42083.03448,9603.344828
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50018,PACIFIC ALLIANCE MEDICAL CENTER,LOS ANGELES,CA,20160.10345,10996.10345
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50022,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,CA,54718.62319,8862.028986
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50024,PARADISE VALLEY HOSPITAL,NATIONAL CITY,CA,30071.12903,8897.516129
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50025,UNIVERSITY OF CALIFORNIA SAN DIEGO MEDICAL CENTER,SAN DIEGO,CA,25928.3494,11021.33735
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50026,GROSSMONT HOSPITAL,LA MESA,CA,42652.15,7207.85
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50028,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,23427,7019.914286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50030,OROVILLE HOSPITAL,OROVILLE,CA,36931.87302,7718.984127
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50036,BAKERSFIELD MEMORIAL HOSPITAL,BAKERSFIELD,CA,47565.4717,7776.132075
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50038,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,33058.35484,13652.3871
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50039,ENLOE MEDICAL CENTER,CHICO,CA,34859.74227,6833.752577
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50040,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,30127.5625,13554.75
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50042,ST ELIZABETH COMMUNITY HOSPITAL,RED BLUFF,CA,33642.97561,8152.97561
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50043,ALTA BATES SUMMIT MEDICAL CENTER,OAKLAND,CA,48929.07692,10174.14103
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50045,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,36041.69492,8628.79661
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50047,CALIFORNIA PACIFIC MEDICAL CTR-PACIFIC CAMPUS HOSP,SAN FRANCISCO,CA,46748.51351,11058.87838
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50054,SAN GORGONIO MEMORIAL HOSPITAL,BANNING,CA,32106.15385,7667.615385
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50055,CALIFORNIA PACIFIC MEDICAL CTR - ST. LUKE'S CAMPUS,SAN FRANCISCO,CA,44444.2963,10913.44444
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50056,ANTELOPE VALLEY HOSPITAL MED CENTER,LANCASTER,CA,25250.30526,8628.442105
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50057,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,34482.50811,8049.189189
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50058,GLENDALE MEM HOSPITAL & HLTH CENTER,GLENDALE,CA,43806.72059,9807.676471
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50060,COMMUNITY REGIONAL MEDICAL CENTER,FRESNO,CA,29806.40659,9859.494505
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50063,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,42529.82759,11170.89655
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50069,ST JOSEPH HOSPITAL,ORANGE,CA,41046.89831,7927.016949
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50073,KAISER FOUNDATION HOSPITAL AND REHAB CENTER,VALLEJO,CA,23575.41667,7983.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50077,SCRIPPS MERCY HOSPITAL,SAN DIEGO,CA,39644.59542,8897.473282
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50078,PROVIDENCE LITTLE CO OF MARY MED CTR SAN PEDRO,SAN PEDRO,CA,65965.96154,7533.884615
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50079,DOCTORS MEDICAL CENTER-SAN PABLO,SAN PABLO,CA,67802.61702,9632.468085
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50082,ST JOHNS REGIONAL MEDICAL CENTER,OXNARD,CA,46992.93939,7739.484848
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50084,ST JOSEPHS MED CENTER OF STOCKTON,STOCKTON,CA,46586.21429,8393.849206
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50089,COMMUNITY HOSPITAL OF SAN BERNARDINO,SAN BERNARDINO,CA,39970.625,9485.666667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50090,SONOMA VALLEY HOSPITAL,SONOMA,CA,26011.91667,8348.666667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50093,SAINT AGNES MEDICAL CENTER,FRESNO,CA,26648.29224,7681.968037
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50099,SAN ANTONIO COMMUNITY HOSPITAL,UPLAND,CA,33109.74026,6710.753247
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50100,SHARP MEMORIAL HOSPITAL,SAN DIEGO,CA,46812.72816,8307.485437
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50101,SUTTER SOLANO MEDICAL CENTER,VALLEJO,CA,54028.65,9607.3
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50102,PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER,RIVERSIDE,CA,44124.54167,8469.875
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50103,WHITE MEMORIAL MEDICAL CENTER,LOS ANGELES,CA,48796.64286,10705.64286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50104,SAINT FRANCIS MEDICAL CENTER,LYNWOOD,CA,39529.84211,11105.84211
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50107,MARIAN MEDICAL CENTER,SANTA MARIA,CA,33002.89189,7705.027027
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50108,SUTTER GENERAL HOSPITAL,SACRAMENTO,CA,39007.32653,8901.734694
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50110,LOMPOC VALLEY MEDICAL CENTER,LOMPOC,CA,14504.19444,8339.166667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50111,TEMPLE COMMUNITY HOSPITAL,LOS ANGELES,CA,43864.16667,9340
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50112,SANTA MONICA - UCLA MED CTR & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,41460.39286,7620.380952
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50115,PALOMAR MEDICAL CENTER,ESCONDIDO,CA,36137.81395,6657.116279
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50116,NORTHRIDGE HOSPITAL MEDICAL CENTER,NORTHRIDGE,CA,56727.61224,8342.183673
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50118,DOCTORS HOSPITAL OF MANTECA,MANTECA,CA,104361.678,7047.152542
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50121,ADVENTIST MEDICAL CENTER,HANFORD,CA,27750.09524,7797.619048
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50122,DAMERON HOSPITAL,STOCKTON,CA,74507.14286,7893.690476
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50124,VERDUGO HILLS HOSPITAL,GLENDALE,CA,31899.65789,6616.736842
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50125,REGIONAL MEDICAL CENTER OF SAN JOSE,SAN JOSE,CA,80064.74194,11671.41935
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50126,VALLEY PRESBYTERIAN HOSPITAL,VAN NUYS,CA,43058.31429,9003.885714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50127,WOODLAND MEMORIAL HOSPITAL,WOODLAND,CA,29733.58333,7790.666667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50128,TRI-CITY MEDICAL CENTER,OCEANSIDE,CA,27333.95833,7249.635417
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50129,ST BERNARDINE MEDICAL CENTER,SAN BERNARDINO,CA,47534.37097,7956.080645
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50131,NOVATO COMMUNITY HOSPITAL,NOVATO,CA,34620.06667,7493.066667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50132,SAN GABRIEL VALLEY MEDICAL CENTER,SAN GABRIEL,CA,68269.95918,9092.673469
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50133,RIDEOUT MEMORIAL HOSPITAL,MARYSVILLE,CA,42207.30729,7918.692708
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50135,HOLLYWOOD COMMUNITY HOSPITAL OF HOLLYWOOD,HOLLYWOOD,CA,21580.45455,9940.454545
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50136,PETALUMA VALLEY HOSPITAL,PETALUMA,CA,48421.69388,8169.142857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50140,KAISER FOUNDATION HOSPITAL FONTANA,FONTANA,CA,13963.38462,6669.692308
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50145,COMMUNITY HOSPITAL OF THE MONTEREY PENINSULA,MONTEREY,CA,54395.36937,9381.612613
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50149,CALIFORNIA HOSPITAL MEDICAL CENTER LA,LOS ANGELES,CA,28938.26316,10990.89474
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50150,SIERRA NEVADA MEMORIAL HOSPITAL,GRASS VALLEY,CA,32048.95506,7155.685393
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50152,SAINT FRANCIS MEMORIAL HOSPITAL,SAN FRANCISCO,CA,73323.19608,10461.60784
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50153,O'CONNOR HOSPITAL,SAN JOSE,CA,65855.58333,9845.645833
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50159,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,41249.34783,10482.56522
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50167,SAN JOAQUIN GENERAL HOSPITAL,FRENCH CAMP,CA,39572.22222,10576.33333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50168,ST JUDE MEDICAL CENTER,FULLERTON,CA,39227.7033,6475.659341
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50169,PRESBYTERIAN INTERCOMMUNITY HOSPITAL,WHITTIER,CA,62470.29167,8779.083333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50174,SANTA ROSA MEMORIAL HOSPITAL,SANTA ROSA,CA,45977.15385,8571.435897
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50179,EMANUEL MEDICAL CENTER INC,TURLOCK,CA,61403.11111,7674.555556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50180,JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS,WALNUT CREEK,CA,76287.65138,9611.889908
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50189,GEORGE L MEE MEMORIAL HOSPITAL,KING CITY,CA,56273.46154,15638
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50191,ST MARY MEDICAL CENTER,LONG BEACH,CA,44165.375,9479.425
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50192,ADVENTIST MEDICAL CENTER - REEDLEY,REEDLEY,CA,29197.85714,6752.428571
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50194,WATSONVILLE COMMUNITY HOSPITAL,WATSONVILLE,CA,87226.77778,10968.33333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50195,WASHINGTON HOSPITAL,FREMONT,CA,88480.19469,10039.95575
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50197,SEQUOIA HOSPITAL,REDWOOD CITY,CA,70084.51111,8073.933333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50204,PALMDALE REGIONAL MEDICAL CENTER,PALMDALE,CA,40444.25,7339.555556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50205,EAST VALLEY HOSPITAL MEDICAL CENTER,GLENDORA,CA,44443.58333,8614.75
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50211,ALAMEDA HOSPITAL,ALAMEDA,CA,34236.22222,8567.722222
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50219,COAST PLAZA HOSPITAL,NORWALK,CA,35776.26923,9081.923077
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50222,SHARP CHULA VISTA MEDICAL CENTER,CHULA VISTA,CA,54613.13514,8159.472973
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50224,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,26933.78689,6832.245902
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50225,FEATHER RIVER HOSPITAL,PARADISE,CA,77601.04651,6994.348837
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50226,AHMC ANAHEIM REGIONAL MEDICAL CENTER,ANAHEIM,CA,51461.37037,7348.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50228,SAN FRANCISCO GENERAL HOSPITAL,SAN FRANCISCO,CA,47155.33333,14947.76923
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50230,GARDEN GROVE HOSPITAL & MEDICAL CENTER,GARDEN GROVE,CA,36776,10558.13333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50231,POMONA VALLEY HOSPITAL MEDICAL CENTER,POMONA,CA,57397.28571,9451.171429
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50232,FRENCH HOSPITAL MEDICAL CENTER,SAN LUIS OBISPO,CA,41286.34615,6588.153846
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50235,PROVIDENCE SAINT JOSEPH MEDICAL CTR,BURBANK,CA,67049.67606,7905.788732
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50236,SIMI VALLEY HOSPITAL & HEALTH CARE SERVICES,SIMI VALLEY,CA,51853.35897,7309.384615
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50238,METHODIST HOSPITAL OF SOUTHERN CA,ARCADIA,CA,43793.9902,8108.627451
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50239,GLENDALE ADVENTIST MEDICAL CENTER,GLENDALE,CA,79202.20988,10504.53086
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50242,DOMINICAN HOSPITAL,SANTA CRUZ,CA,60386.84375,9175.010417
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50243,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,63774.35714,7822.914286
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50245,ARROWHEAD REGIONAL MEDICAL CENTER,COLTON,CA,24088.54545,10857.09091
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50248,NATIVIDAD MEDICAL CENTER,SALINAS,CA,65411.94444,12865.11111
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50254,MARSHALL MEDICAL CENTER (1-RH),PLACERVILLE,CA,53887.59375,7400.84375
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50257,GOOD SAMARITAN HOSPITAL,BAKERSFIELD,CA,24266.78571,9809.285714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50261,SIERRA VIEW DISTRICT HOSPITAL,PORTERVILLE,CA,45377.57143,8806.181818
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50262,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,CA,49760.47619,14135.63492
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50272,REDLANDS COMMUNITY HOSPITAL,REDLANDS,CA,45487.97183,6812.704225
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50276,CONTRA COSTA REGIONAL MEDICAL CENTER,MARTINEZ,CA,26148.67568,16055.10811
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50277,PACIFIC HOSPITAL OF LONG BEACH,LONG BEACH,CA,52643.75,10229.91667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50278,PROVIDENCE HOLY CROSS MEDICAL CENTER,MISSION HILLS,CA,90954.30952,8467.345238
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50279,HI-DESERT MEDICAL CENTER,JOSHUA TREE,CA,28976.46667,8350.4
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50280,MERCY MEDICAL CENTER REDDING,REDDING,CA,31621.36283,8238.141593
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50281,ALHAMBRA HOSPITAL MEDICAL CENTER,ALHAMBRA,CA,46843.375,9431.78125
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50283,VALLEYCARE MEDICAL CENTER,PLEASANTON,CA,56339.55556,8622.577778
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50289,SETON MEDICAL CENTER,DALY CITY,CA,69759.69388,9531.367347
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50290,SAINT JOHN'S HEALTH CENTER,SANTA MONICA,CA,35237.37113,6545.443299
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50291,SUTTER MEDICAL CENTER OF SANTA ROSA,SANTA ROSA,CA,37025.5,10566.72222
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50292,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,CA,46006.08696,9632.478261
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50295,MERCY HOSPITAL,BAKERSFIELD,CA,44367.38158,7049.381579
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50296,HAZEL HAWKINS MEMORIAL HOSPITAL,HOLLISTER,CA,45838.02083,10221.85417
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50298,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,57927.29412,10317.52941
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50300,ST MARY MEDICAL CENTER,APPLE VALLEY,CA,44422,7649.548387
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50301,UKIAH VALLEY MEDICAL CENTER/HOSPITAL D,UKIAH,CA,20935.43478,7529.173913
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50305,ALTA BATES SUMMIT MEDICAL CENTER - ALTA BATES CAMP,BERKELEY,CA,49823.45283,10619.20755
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50308,EL CAMINO HOSPITAL,MOUNTAIN VIEW,CA,47354.29577,8066.507042
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50309,SUTTER ROSEVILLE MEDICAL CENTER,ROSEVILLE,CA,33318.15789,7300.947368
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50313,SUTTER TRACY COMMUNITY HOSPITAL,TRACY,CA,44421.27586,7683.965517
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50320,ALAMEDA COUNTY MEDICAL CENTER,OAKLAND,CA,29255.89474,13549.52632
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50324,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,LA JOLLA,CA,41622.59184,6241.142857
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50327,LOMA LINDA UNIVERSITY MEDICAL CENTER,LOMA LINDA,CA,31445.51163,11144.27907
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50329,CORONA REGIONAL MEDICAL CENTER,CORONA,CA,37899.35714,8789.52381
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50334,SALINAS VALLEY MEMORIAL HOSPITAL,SALINAS,CA,52020.41333,9027.546667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50335,SONORA REGIONAL MEDICAL CENTER,SONORA,CA,45005.60714,9610.785714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50336,LODI MEMORIAL HOSPITAL,LODI,CA,91835.32222,7569.788889
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50342,PIONEERS MEMORIAL HEALTHCARE DISTRICT,BRAWLEY,CA,34177.81159,8331.73913
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50348,UNIVERSITY OF CALIFORNIA IRVINE MED CENTER,ORANGE,CA,67034.52381,12783.66667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50350,BEVERLY HOSPITAL,MONTEBELLO,CA,18665.1087,8805.782609
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50351,TORRANCE MEMORIAL MEDICAL CENTER,TORRANCE,CA,52143.98701,6794.831169
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50352,BARTON MEMORIAL HOSPITAL,SOUTH LAKE TAHO,CA,31269.19048,11470.19048
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50353,PROVIDENCE LITTLE COMPANY OF MARY MED CTR TORRANCE,TORRANCE,CA,64921.19118,7317.25
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50357,GOLETA VALLEY COTTAGE HOSPITAL,SANTA BARBARA,CA,28174.85714,6092.285714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50359,TULARE REGIONAL MEDICAL CENTER,TULARE,CA,31741.37313,8465.19403
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50360,MARIN GENERAL HOSPITAL,GREENBRAE,CA,64960.02151,8664.075269
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50367,NORTHBAY MEDICAL CENTER,FAIRFIELD,CA,110577.2833,10887.36667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50373,LAC+USC MEDICAL CENTER,LOS ANGELES,CA,67044.57143,17731.35714
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50378,PACIFICA HOSPITAL OF THE VALLEY,SUN VALLEY,CA,23681.35294,10218.47059
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50380,GOOD SAMARITAN HOSPITAL,SAN JOSE,CA,62131.32692,9572.769231
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50382,CITRUS VALLEY MEDICAL CENTER-IC CAMPUS,COVINA,CA,32243.89474,9164.294737
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50385,PALM DRIVE HOSPITAL,SEBASTOPOL,CA,18481.43478,8408.652174
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50390,HEMET VALLEY MEDICAL CENTER,HEMET,CA,28318.96721,7534.590164
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50393,DOWNEY REGIONAL MEDICAL CENTER,DOWNEY,CA,50697.52381,8471.833333
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50394,COMMUNITY MEMORIAL HOSPITAL SAN BUENAVENTURA,VENTURA,CA,48167.05769,6700.403846
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50396,SANTA BARBARA COTTAGE HOSPITAL,SANTA BARBARA,CA,33850.94382,7547.213483
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50407,CHINESE HOSPITAL,SAN FRANCISCO,CA,27684.97959,8522.346939
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50411,KAISER FOUNDATION HOSPITAL - SOUTH BAY,HARBOR CITY,CA,17455.81818,6400.545455
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50414,MERCY HOSPITAL OF FOLSOM,FOLSOM,CA,38927.3871,8483.935484
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50417,SUTTER COAST HOSPITAL,CRESCENT CITY,CA,31309.88889,9289.611111
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50423,PALO VERDE HOSPITAL,BLYTHE,CA,31813.27273,10990.81818
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50424,SCRIPPS GREEN HOSPITAL,LA JOLLA,CA,27355.43243,7100.72973
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50425,KAISER FOUNDATION HOSPITAL - SACRAMENTO,SACRAMENTO,CA,25406.625,7443.875
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50426,WEST ANAHEIM MEDICAL CENTER,ANAHEIM,CA,27642.66667,7346.222222
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50434,COLUSA REGIONAL MEDICAL CENTER,COLUSA,CA,27930.53333,11153.06667
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50435,FALLBROOK HOSPITAL,FALLBROOK,CA,49127.70968,8039.258065
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50438,HUNTINGTON MEMORIAL HOSPITAL,PASADENA,CA,48699.40179,7912.857143
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50441,STANFORD HOSPITAL,STANFORD,CA,76031.36275,14472.20588
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50444,MERCY MEDICAL CENTER,MERCED,CA,45643.53608,9339.216495
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50448,RIDGECREST REGIONAL HOSPITAL,RIDGECREST,CA,32181.98077,9989.942308
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50454,UCSF MEDICAL CENTER,SAN FRANCISCO,CA,46233.2766,13024.21277
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50455,SAN JOAQUIN COMMUNITY HOSPITAL,BAKERSFIELD,CA,42864.34694,7669.326531
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50457,ST MARY'S MEDICAL CENTER,SAN FRANCISCO,CA,52636.71212,10587.12121
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50464,DOCTORS MEDICAL CENTER,MODESTO,CA,109441.3529,10467.58824
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50468,MEMORIAL HOSPITAL OF GARDENA,GARDENA,CA,32718.88889,9201.055556
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50471,GOOD SAMARITAN HOSPITAL,LOS ANGELES,CA,50446.18,9363.96
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50481,WEST HILLS HOSPITAL & MEDICAL CENTER,WEST HILLS,CA,79293.69388,7330.020408
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50485,LONG BEACH MEMORIAL MEDICAL CENTER,LONG BEACH,CA,40049.44304,8258.088608
194 - SIMPLE PNEUMONIA & PLEURISY W CC,50488,EDEN MEDICAL CENTER,CASTRO VALLEY,CA,42129.36364,9171.969697
